property_name,Property_Type,society,sector,price,Price_Per_SQFT,bedRoom,bathroom,balcony,address,floorNum,agePossession,description,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score
3 BHK Flat in Sector 37C Gurgaon,flat,ild greens,sector 33,0.9,5614.0,3.0,3.0,3,"Ground Floor, Sector 37C Gurgaon, Gurgaon, Haryana",0.0,Under Construction,"Good location with hospital, school close by.",1500.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3 BHK Flat in Sector 36 Sohna,flat,signature global park 4,sector 36,1.0,9900.0,3.0,2.0,3,"Sector 36 Sohna, Gurgaon, Haryana",2.0,New Property,"Pristine location near the commercial sector of the park 4, near to delhi mumbai expressway; High growth opportunity. South gurgaon.",1122.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
3 BHK Flat in Sector 109 Gurgaon,flat,brisk lumbini terrace homes,sector 109,1.5,6616.0,3.0,3.0,1,"Sector 109 Gurgaon, Gurgaon, Haryana",4.0,New Property,One of the best location of dwarka expressway,2519.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0
3 BHK Flat in Sector 12 Gurgaon,flat,bhagwati sadan,sector 12,1.15,5500.0,3.0,4.0,2,"Mianwali Colony, Sector 12, Gurgaon, Sector 12 Gurgaon, Gurgaon, Haryana",2.0,Old Property,"Check out this 3 bhk apartment for sale in sector 12, gurgaon. This property is posted by owner and thus there is no need to pay any broker amount. This 3 bhk apartment is perfect for a modern-Day lifestyle. Sector 12 is a promising location in gurgaon and this is one of the finest properties in the area. Buy this apartment for sale now. It is located on floor 2. The total number of floors in this project is 2. The propertys price is rs 1.1 cr. Residents in this property pay rs 0 towards maintenance. This property is a modern-Day abode, with 2000 square feet built-Up area. The unit has 3 bedrooms and 3 bathroom. Educational institutions are closeby with schools such as focuss academy for defence exams : Nda coaching in gurgaon i cds i ctet i kvs i dsssb coaching, scr public school, and e-World- Best ielts training gurgaon l spoken english coaching l english speakings nearby. Healthcare centres such as centre for sight eye hospital, miracles mediclinic, and shivam hospital are also easily accessible bhagwati sadan mianwali colony, sector 12, gurgaon",2000.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0
2 BHK Flat in Sector-33 Sohna,flat,central park flower valley cerise floors,sector 33,1.3,10743.0,2.0,2.0,2,"G-136, Sector-33 Sohna, Gurgaon, Haryana",3.0,New Property,It has a exclusive terrace area along with it,1095.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
4 BHK Flat in Sector 99 Gurgaon,flat,assotech blith,sector 99,1.9,6702.0,4.0,4.0,3+,"Sector 99, Sector 99 Gurgaon, Gurgaon, Haryana",2.0,New Property,Best in class property available at sector 99 location in gurgaon,2835.0,0.0,0.0,0.0,0.0,0.0,2.0,166.0
3 BHK Flat in Mehrauli Gurgaon Road,flat,essel towers,sector 28,2.2,12500.0,3.0,4.0,3+,"Mehrauli Gurgaon Road, Mehrauli Gurgaon Road, Gurgaon, Haryana",3.0,Relatively New,Best in class property available at mehrauli gurgaon road location in gurgaon,1956.0,0.0,0.0,0.0,0.0,0.0,2.0,37.0
3 BHK Flat in Mehrauli Gurgaon Road,flat,essel towers,sector 28,2.2,12500.0,3.0,4.0,3+,"Mehrauli Gurgaon Road, Mehrauli Gurgaon Road, Gurgaon, Haryana",3.0,Relatively New,Best in class property available at mehrauli gurgaon road location in gurgaon,1956.0,0.0,0.0,0.0,0.0,0.0,2.0,112.0
6 BHK Flat in Sector 70 Gurgaon,flat,tulip ivory,sector 70,5.0,10416.0,6.0,7.0,3+,"Sector 70 Gurgaon, Gurgaon, Haryana",0.0,Relatively New,"It is new unused property park facing with kitchen garden and backyard fully furnished 6bhk with drawing,dining,study servant room with 7 washrooms.",5333.0,1.0,1.0,0.0,0.0,0.0,1.0,57.0
2 BHK Flat in Sector 84 Gurgaon,flat,antriksh heights,sector 84,0.85,5556.0,2.0,2.0,3,"Antriksh Height, Sector 84 Gurgaon, Gurgaon, Haryana",10.0,New Property,"Residential apartment for sell.Located in sector-84 gurgaon.It is a unfurnished property.The property has 2 bedrooms, with 2 bathrooms .Available at an expected price of 75 lac.Located on 10th of the 21 floors .It is a freehold property.The property comes with a good construction quality which ages,0 to 1 year old",1222.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
4 BHK Flat in Sector 55 Gurgaon,flat,sidhivinayak apartments,sector 55,1.9,10555.0,4.0,3.0,3+,"Sector 55 Gurgaon, Gurgaon, Haryana",9.0,Moderately Old,"Its independent floor on top, ensure total privacy & no disturbance. Well maintained society and flat. Owner residing in the flat.",2000.0,0.0,0.0,0.0,1.0,0.0,0.0,61.0
2 BHK Flat in Sector 10A Gurgaon,flat,maxworth city residences,sector 10,0.9,7083.0,2.0,2.0,3,"Maxworth City Residences, Sector 10A Gurgaon, Gurgaon, Haryana",9.0,New Property,"2 bhk apartment in very good locality. Just 2.5 kms from main highway and 8 kms from iffco chowk. The apartment is park facing.Additional details :The society has open park, jogging track, club house and security guards for every tower.
24x7 power backup available.
The apartment has boring water supply hence no water shortage in future.",1086.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
4 BHK Flat in Sector 92 Gurgaon,flat,sare petioles,sector 92,1.3,6373.0,4.0,4.0,0,"Sector 92, Sector 92 Gurgaon, Gurgaon, Haryana",7.0,Relatively New,Best in class property available at sector 92 location in gurgaon,2040.0,0.0,0.0,0.0,0.0,0.0,1.0,66.0
3 BHK Flat in Sector 63 Gurgaon,flat,dhoot time residency,sector 63,3.0,18271.0,3.0,3.0,3+,"Sector 63, Sector 63 Gurgaon, Gurgaon, Haryana",14.0,Relatively New,Best in class property available at sector 63 location in gurgaon.Most happening society.All top class educated gentry.,1641.0,0.0,1.0,0.0,0.0,0.0,2.0,31.0
2 BHK Flat in Sohna,flat,signature global park,sector 1,0.68,917.0,2.0,2.0,2,"Sohna, Gurgaon, Haryana",3.0,New Property,"Signature global park is one of gurgaon's most sought after destination for apartments and this 2 bhk flat in sohna is your opportunity to be a part of this community. The flat occupies a carpet area of 824 sq.Ft. That consists of 2 bedrooms, 2 bathrooms and 2 balconies. The flat has a total of 4 floors and this property is situated on 3rd floor. As the property is currently under construction , you can expect to get the possession within 6 months. The floor of this flat is beautifully designed using marble flooring, giving the flat an alluring look. Moreover, this property offers close proximity to important landmarks such as close to highway, close to school, close to hospital and close to market. The flat will offer a modern lifestyle as it is presented with many of the amenities such as maintenance staff, visitor parking, park, lift(s), shopping centre, fitness centre / gym, swimming pool, club house / community center and security personnel. You enjoy a 24*7 access to water in your flat.",916.0,0.0,0.0,0.0,0.0,0.0,2.0,133.0
3 BHK Flat in Sector 89 Gurgaon,flat,m3m soulitude,sector 89,1.33,1887.0,3.0,3.0,3,"S-05/04, Sector 89 Gurgaon, Gurgaon, Haryana",4.0,Under Construction,Right next to the dwarka expressway and within 1 km to ellan makk (The biggest mall of new gurgaon). Just opposite to sector 88 which is a commercial wherein cybercity is planned. Upcoming mtro and rrts. The proptery is stilt plus 4. Lift is from basement to roof. Every floor will get basement of 200 sq. Ft and dedicated roof right which is maintained by society. Guest lobby at the ground floor. Dedicated car parking. Two side open for ventiallation. Sky walk with 101 amendities.,1423.0,1.0,0.0,0.0,0.0,0.0,1.0,42.0
2 BHK Flat in Sector 107 Gurgaon,flat,m3m woodshire,sector 107,0.9,6588.0,2.0,2.0,3+,"Top Floor, Sector 107 Gurgaon, Gurgaon, Haryana",14.0,New Property,"M3m woodshire is one of the most popular destination for buying apartments in sector-107 gurgaon, gurgaon. You too can be a part of this society by purchasing this 2 bhk flat here. The apartment occupies a super built up area of 1366 sq.Ft. That consists of 2 bedrooms, 2 bathrooms and 4 balconies. This flat is situated on the 14th floor of this 14 floor tall residential building. An added advantage of this 0-1 year(s) old apartment is that it is available for immediate possession as the project is already ready to move. The society is well equipped with many modern amenities, including swimming pool, security personnel, maintenance staff, shopping centre, club house / community center, cctv surveillance, fitness centre / gym, park, lift(s).",1236.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3 BHK Flat in Sector 89 Gurgaon,flat,tulip petals,sector 89,1.55,10000.0,3.0,2.0,3,"Sector 89 Gurgaon, Gurgaon, Haryana",6.0,Moderately Old,"Park facing unit, east facing balconies, covered car parking, excellent woodwork done (Century), well maintained.",1403.0,0.0,0.0,1.0,0.0,0.0,2.0,31.0
2 BHK Flat in Sector 99A Gurgaon,flat,conscient habitat,sector 99,0.35,714.0,2.0,2.0,1,"Sector 99A Gurgaon, Gurgaon, Haryana",3.0,Relatively New,Good location with proper sunlight and air,606.0,0.0,0.0,0.0,0.0,0.0,2.0,99.0
2 BHK Flat in Sector 92 Gurgaon,flat,sare crescent parc,sector 92,0.49,546.0,2.0,2.0,2,"Sector 92 Gurgaon, Gurgaon, Haryana",2.0,Relatively New,"On second floor, east facing bedrooms",1109.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0
2 BHK Flat in Sector 92 Gurgaon,flat,gls avenue 51,sector 92,0.45,846.0,2.0,2.0,1,"G-1004, Sector 92 Gurgaon, Gurgaon, Haryana",10.0,New Property,Gls avenue 51 sector 92 gurgaon,646.0,1.0,0.0,0.0,0.0,0.0,2.0,70.0
3 BHK Flat in Sector 109 Gurgaon,flat,ats tourmaline,sector 109,2.3,8897.0,3.0,4.0,3+,"Flat Number 2101, 10th Floor, Tower 2, Sector 109 Gurgaon, Gurgaon, Haryana",10.0,New Property,Residential apartment for sell.Located on 10th floor out of the 27 located in sector-109 gurgaon.The property has 3 bedrooms with 4 bathrooms .Available at an expected price of rs 23000000.The property comes with a good construction quality which ages 0-1 years old property,2339.0,0.0,1.0,0.0,0.0,1.0,1.0,123.0
2 BHK Flat in Sector 67A Gurgaon,flat,ireo the corridors,sector 67,1.5,11111.0,2.0,2.0,2,"Sector 67A Gurgaon, Gurgaon, Haryana",10.0,Relatively New,Excellent aravali view ..With extra balcony,1500.0,0.0,0.0,1.0,0.0,0.0,2.0,7.0
2 BHK Flat in Sector 77 Gurgaon,flat,umang winter hills,sector 77,1.0,7500.0,2.0,2.0,2,"Sector 77 Gurgaon, Gurgaon, Haryana",3.0,New Property,Internal park facing property and have best layout design. Unused fresh flat.,1489.0,0.0,0.0,0.0,0.0,0.0,1.0,72.0
4 BHK Flat in Sector 95 Gurgaon,flat,siddhartha apartment,sector 95,1.1,4327.0,4.0,3.0,3,"Block- G, Sector 95 Gurgaon, Gurgaon, Haryana",9.0,Relatively New,Only two flats on each floor makes it open from three sides. Very good view from all three balconies and kitchen window. 4 b/r 3 bathrooms ( +servant room with toilet). Master bedroom with wooden flooring.,2824.0,0.0,1.0,0.0,0.0,1.0,1.0,23.0
2 BHK Flat in Sector 63A Gurgaon,flat,signature global city 63a,sector 63,1.65,15263.0,2.0,2.0,2,"Sector 63A Gurgaon, Gurgaon, Haryana",1.0,Under Construction,It's a 2bhk in a popular area (Adjoining humongous builders like birla and dlf).,978.0,0.0,0.0,0.0,0.0,0.0,2.0,37.0
3 BHK Flat in Sector 88A Gurgaon,flat,godrej oasis,sector 88,2.65,16747.0,3.0,3.0,3+,"Sector 88a Gurgaon, Sector 88A Gurgaon, Gurgaon, Haryana",10.0,New Property,"Semi-Furnished residential apartment with 3 bedrooms & 1 servant room and 4 bathrooms located in sector-88a gurgaon. Situated on the 10th floor of a 15-Floor building, this freehold property boasts good construction quality. Enjoy amenities such as feng shui/vaastu compliance, intercom facility, lift, swimming pool, park, security personnel, maintenance staff, piped gas, internet/wi-Fi connectivity, club house/community center, fitness center/gym, and rainwater harvesting. The apartment features 5 balconies and offers a stunning view of the swimming pool. Don't miss this opportunity!",1582.0,0.0,0.0,0.0,0.0,0.0,2.0,38.0
1 BHK Flat in Sector 103 Gurgaon,flat,signature global grand iva,sector 103,0.3,923.0,1.0,2.0,2,"Sector 103 Gurgaon, Gurgaon, Haryana",5.0,New Property,Residential apartment for sell.Located on 5th floor out of the 14 located in sector 103 gurgaon.The property has 1 bedroom with 2 bathrooms .Available at an expected price of rs 3000000.The property comes with a good construction quality which ages 0-1 years old property,402.0,0.0,0.0,0.0,0.0,0.0,1.0,109.0
2 BHK Flat in Sector 92 Gurgaon,flat,signature global city 92,sector 92,0.78,1238.0,2.0,2.0,3,"Sector 92 Gurgaon, Gurgaon, Haryana",2.0,Under Construction,Under construction flat for sale in signature global city 92 2 at much lesser price than builder. Only 78 lakhs all inclusive. Unit is bang on 24 mtr road.,846.0,0.0,0.0,0.0,0.0,1.0,2.0,96.0
2 BHK Flat in Sector 95 Gurgaon,flat,ramsons kshitij,sector 95,0.33,435.0,2.0,2.0,1,"Sector 95 Gurgaon, Gurgaon, Haryana",14.0,New Property,Corner flat with private balcony. The property is fully rented at present and new owner shall start getting rent immediately,694.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0
2 BHK Flat in Sector-33 Sohna,flat,eldeco accolade,sector 33,1.2,8043.0,2.0,2.0,2,"Sohna, Sector-33 Sohna, Gurgaon, Haryana",0.0,Under Construction,Best in class property available at sohna location in gurgaon,1492.0,0.0,0.0,0.0,0.0,0.0,1.0,156.0
4 BHK Flat in Sector 81 Gurgaon,flat,bestech park view grand spa,sector 81,4.5,10714.0,4.0,6.0,3+,"Sector 81 Gurgaon, Gurgaon, Haryana",17.0,Relatively New,"The biggest apartment of new gurgaon in sector 81 prime location, connected with nh-48 & dwarka expressway.Elite class residents like ceo, cfo, pilots etc
Spacious 4bhk,family lounge, servant room.Pool facing unit.",3801.0,0.0,1.0,0.0,0.0,0.0,2.0,98.0
2 BHK Flat in Sector 36A Gurgaon,flat,avl 36 gurgaon,sector 36,0.75,7500.0,2.0,2.0,2,"Sector 36A Gurgaon, Gurgaon, Haryana",5.0,Relatively New,"This 2 bhk flat is located in avl 36 gurgaon, which houses some of the most spacious flats in sector 36a gurgaon. The floor plan additionally contains 2 bedroom(s), 2 bathrooms and 2 balconies. All in all, the flat is spread over a super built up area of 1000 sq.Ft. The residential building has 10 floors in total and the flat for sale is located on the 5th floor. This 1-5 years old property is available for immediate possession as the project is ready to move.",856.0,0.0,0.0,0.0,0.0,0.0,2.0,38.0
2 BHK Flat in Sohna,flat,breez global hill view,sector 1,0.35,702.0,2.0,2.0,2,"Sohna, Gurgaon, Haryana",14.0,New Property,Property is on 14th floor and look towards aravali hills. Clean and fresh house. All electric fittings done. Newly constructed.,616.0,0.0,0.0,0.0,0.0,0.0,1.0,54.0
2 BHK Flat in Sector 78 Gurgaon,flat,umang monsoon breeze,sector 78,0.75,6053.0,2.0,2.0,1,"Sector 78, Sector 78 Gurgaon, Gurgaon, Haryana",5.0,Moderately Old,Best in class property available at sector 78 location in gurgaon,1239.0,0.0,0.0,0.0,0.0,0.0,1.0,30.0
4 BHK Flat in Sector 112 Gurgaon,flat,experion windchants,sector 112,5.6,11529.0,4.0,6.0,3+,"0000, Sector 112 Gurgaon, Gurgaon, Haryana",15.0,Moderately Old,"Looking for a 4 bhk property for sale in gurgaon? Buy this 4 bhk flat in experion windchants that is situated in sector 112 gurgaon. The flat is facing the north-East direction. Containing 4 bedroom(s), 6 bathrooms and more than 3 balconies, this flat is spread over a super built up area of 4857 sq.Ft. The residential building has 28 floors in total and the flat for sale is located on the 15th floor. This 5-10 years old property is available for immediate possession as the project is ready to move. The beautifully designed vitrified flooring enhances the beauty of the flat. The society is well equipped with many modern amenities, including swimming pool, water softening plant, security personnel, maintenance staff, shopping centre, club house / community center, fitness centre / gym, park, lift(s) and visitor parking. The society provides continuous water supply from municipal corporation and borewell/tank.
 Additional details :Piped gas facility is available in the property.
The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.",3662.34,0.0,1.0,0.0,0.0,0.0,2.0,120.0
4 BHK Flat in Sector 92 Gurgaon,flat,sare green parc phase 3,sector 92,0.95,4856.0,4.0,3.0,3,"Sector 92 Gurgaon, Gurgaon, Haryana",4.0,Moderately Old,"Ready to move in property.
Health and education amenities are in close proximity.",1770.0,0.0,0.0,0.0,0.0,0.0,1.0,127.0
3 BHK Flat in Sector 81 Gurgaon,flat,lavanya apartments,sector 81,0.9,5056.0,3.0,3.0,0,"Sector 81, Sector 81 Gurgaon, Gurgaon, Haryana",7.0,Relatively New,Best in class property available at sector 81 location in gurgaon,1780.0,0.0,0.0,0.0,0.0,0.0,2.0,48.0
2 BHK Flat in Sector 93 Gurgaon,flat,signature global orchard avenue,sector 93,0.85,1582.0,2.0,2.0,0,"Sector 93, Sector 93 Gurgaon, Gurgaon, Haryana",10.0,Relatively New,Best in class property available at sector 93 location in gurgaon,597.0,0.0,0.0,0.0,0.0,0.0,2.0,95.0
3 BHK Flat in Sector 89 Gurgaon,flat,smart world gems,sector 89,1.2,8433.0,3.0,3.0,2,"Sector 89, Sector 89 Gurgaon, Gurgaon, Haryana",2.0,New Property,Smartworld gems or m3m solitude sector 89 smart world gems sector 89,1423.0,0.0,0.0,0.0,0.0,0.0,1.0,35.0
4 BHK Flat in DLF Phase 5,flat,dlf royalton tower,sector 53,6.2,20687.0,4.0,4.0,3+,"092, DLF Phase 5, Gurgaon, Haryana",9.0,Moderately Old,"We are the proud owners of this 4 bhk apartment available in dlf royalton tower, dlf phase 5, gurgaon. This it is a and the unit is located on 9th floor and has a super built-Up area of 2997 sq.Ft. . It has 4 bathroom(s) and more than 3 balcony(s). The ownership is freehold type.",2712.0,0.0,1.0,0.0,0.0,0.0,1.0,20.0
4 BHK Flat in Mehrauli Gurgaon Road,flat,unitech heritage city,sector 28,4.26,13108.0,4.0,4.0,0,"Mehrauli Gurgaon Road, Mehrauli Gurgaon Road, Gurgaon, Haryana",9.0,Relatively New,Best in class property available at mehrauli gurgaon road location in gurgaon,3250.0,0.0,0.0,0.0,0.0,0.0,2.0,29.0
2 BHK Flat in Sector 102 Gurgaon,flat,shapoorji pallonji joyville gurugram,sector 102,1.6,11700.0,2.0,2.0,3,"Sector 102, Sector 102 Gurgaon, Gurgaon, Haryana",14.0,Moderately Old,"Multistorey apartment is available for sale. It covered area of 1368 sq-Ft, it is a good location property. Please contact for more details. Shapoorji pallonji joyville gurugram sector 102",1368.0,0.0,0.0,0.0,0.0,0.0,1.0,63.0
2 BHK Flat in Sector 36A Gurgaon,flat,krisumi waterfall residences,sector 36,2.3,15551.0,2.0,2.0,2,"Sector 36a, Sector 36A Gurgaon, Gurgaon, Haryana",23.0,New Property,Best in class property available at sector 36a location in gurgaon,1479.0,0.0,0.0,0.0,0.0,0.0,1.0,122.0
3 BHK Flat in Sector 63A Gurgaon,flat,birla navya,sector 63,3.7,15416.0,3.0,3.0,3+,"Sector 63A Gurgaon, Gurgaon, Haryana",1.0,Under Construction,Premium unit in birla navya drisha 1 with basement,2667.0,0.0,0.0,0.0,0.0,0.0,1.0,49.0
1 BHK Flat in Sector 104 Gurgaon,flat,zara aavaas,sector 104,0.22,812.0,1.0,2.0,2,"4033, Sector 104 Gurgaon, Gurgaon, Haryana",2.0,New Property,"Around 2 years old property, well connected , very close to railway station and main gurgaon market.",335.0,0.0,0.0,0.0,0.0,0.0,2.0,69.0
2 BHK Flat in Sector 37D Gurgaon,flat,signature global the millennia,sector 37,0.6,1026.0,2.0,2.0,3,"702, Sector 37D Gurgaon, Gurgaon, Haryana",7.0,New Property,It's 500 meter from dwarka express way.,625.0,0.0,0.0,0.0,0.0,0.0,1.0,49.0
1 BHK Flat in Surat Nagar 1,flat,zara aavaas,sector 104,0.2,738.0,1.0,2.0,2,"Surat Nagar 1, Gurgaon, Haryana",3.0,New Property,"We are the proud owners of this 1 bhk apartment available in , surat nagar 1, gurgaon. This it is a and the unit is located on 3rd floor and has a carpet area of 301 sq.Ft. . It has 2 bathroom(s) and 2 balcony(s). The ownership is leasehold type.",334.0,0.0,0.0,0.0,0.0,0.0,1.0,22.0
2 BHK Flat in Sector 89 Gurgaon,flat,smart world gems,sector 89,0.86,7796.0,2.0,3.0,2,"Sector 89 Gurgaon, Gurgaon, Haryana",4.0,New Property,"Park facing, green belt, at very reasonable rate on 4th floor..",1226.0,1.0,1.0,0.0,1.0,0.0,2.0,66.0
3 BHK Flat in Sector 92 Gurgaon,flat,apartment,sector 92,0.75,4687.0,3.0,4.0,3,"Sector 92 Gurgaon, Gurgaon, Haryana",2.0,Moderately Old,"Within 2-3 kms schools, malls, hospital are available. One school yaduvanshi school and badminton academy is within one km.Distance.",1778.0,1.0,0.0,0.0,0.0,0.0,2.0,37.0
4 BHK Flat in Sector 48 Gurgaon,flat,vipul world floors,sector 48,4.3,13870.0,4.0,5.0,3+,"C 45, Sector 48 Gurgaon, Gurgaon, Haryana",4.0,New Property,"Property located in a prime area, open from all sides with complete roof rights. Top class modular kitchen, huge park on the back side of the building and completely designed as per the vastu.",3444.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
3 BHK Flat in Sector 70 Gurgaon,flat,shree vardhman victoria,sector 70,1.9,9743.0,3.0,3.0,3,"1001 Tower F, 10th Floor, Sector 70 Gurgaon, Gurgaon, Haryana",10.0,New Property,"The property is located in sector-70 gurgaon. The apartment comes with high quality premium construction, high specifications, ac fittings, balconies and great landscaping and entry lobby. It is an unfurnished brand new property, ready for fitouts, oc received, last 5% payment is due - Transfer case. The property has 3 bedrooms, 3 bathrooms + 1 toilet, 1 store room, 1 powder room, 1 servant room & 3 balconies - Total 1950 sqft area. It is the best possible layout ever. It is available at an expected price of 1.90 crore. Located on 10th floor of the total 13 floors & it is a corner unit. The society is already operational since 2021 and everything is functional. The oc of this tower has come just now - So no risk of first mover in a new society - Already things are in place. I am very sure, that the prices of this apartment will continue to increase in short & mid term even. I am selling, because i do not live in gurgaon anymore since past 10 years.",1765.0,0.0,1.0,1.0,1.0,1.0,1.0,51.0
3 BHK Flat in Chakkarpur,flat,essel tower,sector 18,2.2,12500.0,3.0,4.0,3+,"Chakkarpur, Gurgaon, Haryana",3.0,Moderately Old,It has a garden view and temple in the vicinity,1956.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0
3 BHK Flat in Sector 39 Gurgaon,flat,milan cghs 9,sector 39,2.0,8333.0,3.0,3.0,3+,"Milan Cghs 9, Sector 39, Gurgaon, Sector 39 Gurgaon, Gurgaon, Haryana",0.0,Old Property,"3 bhk apartment for sale in sector 39, gurgaon. This 3 bhk unit is available in sector 39 and offers a premium lifestyle at the best price. This property is posted by owner and there is no brokerage involved. Contact now, for details. It is a desired purchase for any homebuyer in sector 39. It is on floor 2. The total number of floors is 12. The price of this apartment is rs 2.0 cr. The built-Up area is 2400 square feet. There are 3 bedrooms and 3 bathroom. This property is at a walking distance from medanta - The medicity, shivam hospital, and park hospital. The citys best schools such as delhi public school, pathways world school, and way2fit trainers group ( Personal trainer at home) are near your residential property milan cghs 9 milan cghs 9, sector 39, gurgaon",2400.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
2 BHK Flat in Sector 102 Gurgaon,flat,shapoorji pallonji joyville gurugram,sector 102,0.95,1155.0,2.0,2.0,2,"Sector 102, Sector 102 Gurgaon, Gurgaon, Haryana",14.0,Relatively New,"Club house, mini theater, squash court, swimming pool, banquet hall, cafataaria, indoor games room, gymnasium, swimming pool, banquet hall, caferaria shapoorji pallonji joyville gurugram sector 102",915.0,0.0,0.0,0.0,0.0,0.0,2.0,119.0
2 BHK Flat in Sector 102 Gurgaon,flat,shapoorji pallonji joyville gurugram,sector 102,0.95,1155.0,2.0,2.0,2,"Sector 102, Sector 102 Gurgaon, Gurgaon, Haryana",14.0,Relatively New,Multistorey apartment is available for sale. It is a good location property. Please contact for more details. Shapoorji pallonji joyville gurugram sector 102,915.0,0.0,0.0,0.0,0.0,0.0,2.0,24.0
3 BHK Flat in Sector 95 Gurgaon,flat,ramsons kshitij,sector 95,0.4,649.0,3.0,2.0,2,"Sector 95, Sector 95 Gurgaon, Gurgaon, Haryana",6.0,New Property,Multistorey apartment is available for sale. It is a good location property. Please contact for more details. Ramsons kshitij sector 95,761.0,0.0,0.0,0.0,0.0,0.0,1.0,35.0
3 BHK Flat in Sector 92 Gurgaon,flat,gls avenue 51,sector 92,0.45,667.0,3.0,3.0,1,"H1001, Sector 92 Gurgaon, Gurgaon, Haryana",10.0,Relatively New,You will get better aravalli view from flat balcony,833.0,0.0,0.0,0.0,0.0,0.0,2.0,71.0
2 BHK Flat in Sector 33 Gurgaon,flat,breeze global heights,sector 33,0.4,715.0,2.0,2.0,2,"Sector 33, Sector 33 Gurgaon, Gurgaon, Haryana",4.0,Under Construction,Best in class property available at sector 33 location in gurgaon,623.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3 BHK Flat in Sector 65 Gurgaon,flat,m3m skycity,sector 65,3.5,17039.0,3.0,3.0,3,"Sector 65 Gurgaon, Gurgaon, Haryana",15.0,New Property,"This lovely 3 bhk apartment/flat in sector 65 gurgaon is available for sale in one of gurgaon's most popular projects, m3m skycity. The flat is facing the east direction. The flat is over 2054 sq.Ft. Carpet area and comes with 3 bedroom(s), 3 bathrooms and 3 balconies. This flat is situated on the 15th floor of this 45 floors tall residential building. This residential property is still under construction and will be available for possession within 3 months. The vitrified flooring of this flat is beautifully designed and helps to give it a pleasing look. Moreover, this property offers close proximity to important landmarks such as close to metro station, close to school, close to hospital and close to market. The flat will offer a modern lifestyle as it is presented with many of the amenities such as maintenance staff, visitor parking, park, lift(s), water softening plant, shopping centre, fitness centre / gym, swimming pool, club house / community center and security personnel. The project provides access to clean water through municipal corporation supply.",2282.0,1.0,1.0,0.0,1.0,0.0,2.0,42.0
3 BHK Flat in Sector 37D Gurgaon,flat,signature global city 37d ph 2,sector 37,1.36,8846.0,3.0,3.0,3,"Sector 37D Gurgaon, Gurgaon, Haryana",1.0,Under Construction,"Easy conectivity to dwarka expressway, nh8 and to the main city peaceful and healthy environment 
Nice property for both investment and residential purpose with all amenities like club house , jogging track, toddlers play area, pet's area, swimming pool etc.",1535.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
2 BHK Flat in Sector 108 Gurgaon,flat,experion the heartsong,sector 108,1.02,7950.0,2.0,3.0,3,"C2/404, Sector 108 Gurgaon, Gurgaon, Haryana",4.0,Relatively New,"Beautifully designed and crafted home in one of the most family friendly societies of the area. 
This home recently got furnished with sofa, bed, decor pieces, curtains etc. We have also created relaxation spaces in balcony for the family to enjoy the panoramic views.In addition to the furnishing the home is protected against seepage, termite attack and electrical damages with preventive treatment done by team of experts",1283.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0
2 BHK Flat in Sohna,flat,breez global heights,sector 1,0.4,744.0,2.0,2.0,2,"Sohna, Gurgaon, Haryana",7.0,Relatively New,"Motivated owner to sell
7th floor apartment",762.0,0.0,0.0,0.0,0.0,0.0,1.0,37.0
3 BHK Flat in Sector 59 Gurgaon,flat,conscient elevate,sector 59,3.9,16993.0,3.0,1.0,0,"Sector 59, Sector 59 Gurgaon, Gurgaon, Haryana",0.0,Under Construction,Best in class property available at sector 59 location in gurgaon,2295.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0
3 BHK Flat in Sector 61 Gurgaon,flat,smart world orchard,sector 61,2.41,14785.0,3.0,3.0,3,"Sector 61, Sector 61 Gurgaon, Gurgaon, Haryana",2.0,New Property,Best in class property available at sector 61 location in gurgaon,1630.0,0.0,0.0,0.0,0.0,0.0,2.0,115.0
2 BHK Flat in Sector 102 Gurgaon,flat,shapoorji pallonji joyville,sector 102,1.1,1337.0,2.0,2.0,1,"Sector 102, Sector 102 Gurgaon, Gurgaon, Haryana",7.0,Relatively New,Best in class property available at sector 102 location in gurgaon,915.0,0.0,0.0,0.0,0.0,0.0,2.0,26.0
